Project_ID,Project_Title,Total_Cost_KES,Funding_Type,Funding_Source,Start_Date_Planned,Start_Date_Actual,Duration_Months,Vision_2030_Flagship,MTEF_Sector,Implementing_Agency,Implementation_Status
2010/052632,Rehabilitation And Extension Of Voi Urban And Taveta Rural Water Supplies.,117120000.0,unspecified,501 - international development association (ida),2011-02-11,2011-02-11,12.0,unspecified,unspecified,161 - mowi - coast water services board,Planned
2010/052643,Upgrading Of Offices-Wsps(Tavevo And Lamu),40000000.0,unspecified,501 - international development association (ida),2011-02-11,2011-02-11,12.0,unspecified,unspecified,161 - mowi - coast water services board,Planned
2011/053185,Water And Sanitation Services Improvement Project (WASSIP),9805194804.0,loan ; gok; unspecified,501 - international development association (ida),2008-09-04,2008-09-04,111.0,ministry of environment water and natural resources,"environmental protection, water and natural resources",110 - ministry of environment water and natural resources; 159 - mowi - athi water service board; 161 - mowi - coast water services board; 163 - mowi - lake victoria north water services; 1102 - state department for water and regional authorities.,Ongoing
2011/053190,Kenya Agricultural Productivity & Suistainable Land Management (KAPSLM) Project,806451613.0,loan ; grant; gok; unspecified,501 - international development association (ida),2010-11-17,2010-11-17,68.0,"ministry of agriculture, livestock and fisheries","agriculture, rural and urban development (arud)","110 - ministry of environment water and natural resources; 116 - ministry of agriculture, livestock and fisheries; 1161 - state department for agriculture",Ongoing
2012/054037,East Africa Transit Improvement Programme (Eatip)/ East Africa Trade Facilitation Programme,1048074593.0,grant; gok; unspecified,040 - united kingdom dfid (uk); government of kenya,2012-06-11,2012-06-11,18.0,unspecified,"energy, infrastructure and ict",109 - ministry of transport and infrastructure; 1091 - state department of infrastructure,Ongoing
2013/054256,Proposed Erection Of Jipe-Rombo Electric Fence,65000000.0,unspecified,constituency development fund (cdf) ; government of kenya,2006-06-06,2006-06-06,35.0,unspecified,"environmental protection, water and natural resources",110 - ministry of environment water and natural resources; constituency development fund (cdf),Ongoing
2014/054835,Voi-Mwatate (A23),2269959247.0,gok; unspecified,government of kenya,2011-03-05,2011-03-22,35.0,unspecified,"energy, infrastructure and ict",109 - ministry of transport and infrastructure; 133 - mor - kenya national highway authority,Ongoing
2010/051558,Creation Of Sustainable Tsetse And Trypanomiasis Free Areas In East And West Africa - Grant,17142857.0,loan ; grant; gok; unspecified,510 - african development bank/ fund,2005-04-20,2006-06-23,66.0,unspecified,"agriculture, rural and urban development (arud); unallocated","116 - ministry of agriculture, livestock and fisheries",Completed
2010/051747,Kindaruma - Mwingi - Garissa Transmission Line,2006000000.0,unspecified,501 - international development association (ida); government of kenya,2012-08-01,2012-08-06,34.0,unspecified,"energy, infrastructure and ict",1151 - ministry of energy & petroleum; 115 - moe&p - kenya electricity transmission company limited (ketraco),Ongoing
2010/052044,Improvement And Gravelling Of Saretho-Dadaab Road (A3),302980545.0,gok; unspecified,road maintenance levy fund,2008-04-19,2008-05-23,19.0,unspecified,"energy, infrastructure and ict",133 - mor - kenya national highway authority,Ongoing
2010/052080,District Business Solution Centres (DBSC),110651700.0,grant; unspecified,517 - united nations development programme (undp),2006-05-10,2008-06-05,84.0,unspecified,general economic and commercial affairs,118 - ministry of commerce tourism and east african affairs,Ongoing
2010/052124,"Technical Assistance And Supply Of Equipment(Vvob) - 'Ict Integration And Healthy Learning For Quality Education,Through Support To Kessp'",309905249.0,grant; unspecified,007 - government of belgium,2008-08-02,2009-05-29,64.0,unspecified,education,106 - ministry of education,Ongoing
2010/052268,Support To Community Based Farm Forestry Enteprises In Semi Arid Areas In Kenya Project (SCBFFEP),156159274.0,grant; gok; unspecified,501 - international development association (ida),2009-09-07,2009-09-07,48.0,unspecified,"environmental protection, water and natural resources",110 - ministry of environment water and natural resources; 116 - moal&f - kenya forestry service; 1101 - state department for environment and natural resources,Ongoing
2010/052284,Feasibility Study For Water Supply And Sanitation In Seven Towns In Kenya,34500000.0,grant; gok; unspecified,512 - arab bank for economic development in africa (badea); government of kenya,2010-07-03,2010-07-03,17.0,unspecified,"environmental protection, water and natural resources",110 - ministry of environment water and natural resources,Ongoing
2010/052425,Rainfall Enhancement Pilot Project,550748960.0,unspecified,government of kenya,2008-07-01,2008-07-01,263.0,unspecified,"environmental protection, water and natural resources",1101 - state department for environment and natural resources,Ongoing
2011/053139,Nuno Modogashe Road Upgrading Project,909090909.0,loan ; gok; unspecified,018 - kuwait fund for arab development; 019 - saudi fund for development; 512 - arab bank for economic development in africa (badea); 513 - organization of petroleum exporting countries (opec); 020 - abhu dhabi fund,2010-03-16,2010-03-16,93.0,unspecified,"energy, infrastructure and ict",109 - ministry of transport and infrastructure; 1091 - state department of infrastructure,Ongoing
2011/053166,Mainstreaming Sustainable Land Management In Agro-Pastoral Production Systems Of Kenya,942801129.0,grant; gok; unspecified,517 - united nations development programme (undp); government of kenya,2010-11-01,2010-11-01,61.0,unspecified,"agriculture, rural and urban development (arud)","116 - ministry of agriculture, livestock and fisheries; 1161 - state department for agriculture; 1162 - state department for livestock",Ongoing
2011/053218,Kenya Drought Recovery Programme 2011-2013,102678571.0,grant; unspecified,517 - united nations development programme (undp),2011-09-06,2011-12-06,35.0,unspecified,public administration and international relations (pair),103 - ministry of devolution and planning,Ongoing
2012/053682,Restoration And Stabilization Of Livelihoods For Drought Affected And Host Communities In Turkana And Garissa Districts,405446429.0,grant; unspecified,517 - united nations development programme (undp),2012-03-01,2012-07-02,57.0,unspecified,unspecified,103 - ministry of devolution and planning,Ongoing
2012/053956,Early Childhood Development,3690000.0,grant; unspecified,522 - united nations international children education fund (unicef),2009-01-30,2009-01-30,83.0,unspecified,education,106 - ministry of education; 1061 - state department for education,Ongoing
2012/053970,Nomadic Education,39062500.0,grant; unspecified,522 - united nations international children education fund (unicef),2009-01-26,2009-01-26,95.0,unspecified,education,103 - ministry of devolution and planning; 106 - ministry of education; 1061 - state department for education,Ongoing
2013/054074,"Support For Technical, Industrial, Vocational And Entrepreneurship Training (TIVET)",2773600000.0,loan ; gok; unspecified,510 - african development bank/ fund,2009-05-15,2009-05-15,74.0,ministry of education,education,106 - ministry of education; 1062 - state department for science and technology,Ongoing
2013/054213,Haji Ismail Village Dam,725000.0,unspecified,constituency development fund (cdf),2012-05-23,2012-05-23,3.0,unspecified,"environmental protection, water and natural resources",110 - ministry of environment water and natural resources,Completed
2013/054287,Construction Of A Borehole And Elevated Water Tank At Nep Techcal Training Institute,13762550.0,gok; unspecified,government of kenya,2012-07-02,2012-12-07,11.0,ministry of education,unspecified,mohest - nep technical training institute,Ongoing
2014/054757,Construction Of Hay Store At Warable Centre,1198381.0,unspecified,government of kenya,2013-02-08,2013-02-08,1.0,unspecified,"agriculture, rural and urban development (arud)",103 - ministry of devolution and planning,Completed
2014/054760,Construction Of Slaughter House At Bura,7990648.0,unspecified,government of kenya,2012-12-24,2012-12-24,2.0,unspecified,"agriculture, rural and urban development (arud)","116 - ministry of agriculture, livestock and fisheries",Completed
2014/054867,Modika-Nuno (C81),1090191399.0,gok; unspecified,government of kenya,2012-03-08,2012-03-08,24.0,unspecified,"energy, infrastructure and ict",109 - ministry of transport and infrastructure; 133 - mor - kenya national highway authority,Ongoing
2015/055505,Garissa County Children's Office,7000000.0,unspecified,government of kenya,2015-08-03,2015-08-03,10.0,unspecified,"social protection, culture and recreation",1141 - ministry of labour social security and services,Planned
2010/052055,Child Protection Legal And Policy Reform,29160000.0,grant; unspecified,522 - united nations international children education fund (unicef),2010-07-01,2010-07-01,65.0,unspecified,public administration and international relations (pair),103 - ministry of devolution and planning; 1141 - ministry of labour social security and services,Ongoing
2010/052065,Saboti Youth Empowerment Centre,6800000.0,gok,government of kenya,2010-01-18,2010-01-22,3.0,unspecified,public administration and international relations (pair),1131 - ministry of sports culture and arts,Completed
2010/052190,Mwea Irrigation Development Project,12110000000.0,loan ; grant; gok; unspecified,021 - government of japan,2010-09-15,2010-09-15,98.0,unspecified,"agriculture, rural and urban development (arud)","116 - ministry of agriculture, livestock and fisheries; 166 - mowi - national irrigation board; 1161 - state department for agriculture",Ongoing
2010/052191,Improvement Of The Water Supply System In Embu,2180000000.0,grant; gok; unspecified,021 - government of japan; government of kenya,2010-09-15,2010-09-15,53.0,unspecified,"environmental protection, water and natural resources",110 - ministry of environment water and natural resources; 170 - mowi - tana water services board,Pipelined
2010/052333,Natural Resources Management Project (NRM),73529412.0,loan ; gok; unspecified,501 - international development association (ida),2007-05-07,2007-05-07,79.0,unspecified,"environmental protection, water and natural resources",110 - ministry of environment water and natural resources,Ongoing
2010/052474,Post Elections Violence Livelihoods Recovery Project,70564139.0,grant; unspecified,517 - united nations development programme (undp),2009-05-01,2009-09-01,85.0,unspecified,unspecified,103 - ministry of devolution and planning,Ongoing
2012/053978,Non Formal Education,35156250.0,grant; unspecified,522 - united nations international children education fund (unicef),2009-01-26,2009-01-26,83.0,unspecified,education,106 - ministry of education,Ongoing
2012/053994,Development Phase Of The Wajir/Habaswein Water Supply Project,80543506.0,grant; unspecified,003 - government of netherlands,2012-03-20,2012-03-20,9.0,unspecified,unspecified,103 - ministry of devolution and planning,Ongoing
2013/054424,Drilling Of Boreholes In Habaswein,48000000.0,unspecified,government of kenya,2012-08-01,2012-09-03,15.0,unspecified,"environmental protection, water and natural resources",110 - ministry of environment water and natural resources,Ongoing
2014/054749,Community Empowerment And Institutional Support Project,6829584.0,unspecified,government of kenya,2010-12-10,2011-01-15,34.0,ministry of devolution and planning,unspecified,103 - ministry of devolution and planning,Completed
2010/052261,Water Services Boards Support Project,8886900000.0,loan ; grant; gok; unspecified,510 - african development bank/ fund; government of kenya,2009-03-12,2009-03-12,75.0,unspecified,"environmental protection, water and natural resources",159 - mowi - athi water service board; 164 - mowi - lake victoria south water services board ; 168 - mowi - northern water services board; 170 - mowi - tana water services board; 1102 - state department for water and regional authorities.,Ongoing
